ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0001817	regulation of cytokine production	32/201	641/14201	0.0499219968798752	3.52707600841347	7.84504894922453	4.34416636207521e-10	1.491233834836e-07	1.04634131419553e-07	CX3CL1/TNFRSF1B/BCL3/CEACAM1/ABCD1/IL7/SERPINE1/GATA3/NR4A3/IDO1/RARA/AKIRIN2/IL6/KLF4/IL33/PML/GATA6/SECTM1/INHBB/FZD5/CEBPB/CLEC7A/PER1/STING1/SOCS1/SULF2/PDCD1LG2/CARD16/HLA-F/CRLF2/TREX1/HLA-B	32
GO:0001816	cytokine production	32/201	646/14201	0.0495356037151703	3.49977665850315	7.79194520213346	5.27770258570316e-10	1.66071708030126e-07	1.1652611761592e-07	CX3CL1/TNFRSF1B/BCL3/CEACAM1/ABCD1/IL7/SERPINE1/GATA3/NR4A3/IDO1/RARA/AKIRIN2/IL6/KLF4/IL33/PML/GATA6/SECTM1/INHBB/FZD5/CEBPB/CLEC7A/PER1/STING1/SOCS1/SULF2/PDCD1LG2/CARD16/HLA-F/CRLF2/TREX1/HLA-B	32
GO:0007166	cell surface receptor signaling pathway	67/201	2258/14201	0.0296722763507529	2.09639799232359	6.8069360000147	6.49654496625331e-10	1.87252511867119e-07	1.31387871423266e-07	CD38/CX3CL1/PLAUR/TNFRSF1B/FOXC1/NGFR/BCL3/CELSR1/PLXNA2/CEACAM1/LGMN/CCL22/IL7/SERPINE1/GATA3/LIPA/COL1A1/VEGFA/CISH/IGFBP5/NR4A3/BCL2L14/G0S2/RUNX2/SRMS/NR1D1/IFI6/SIX1/CHAC1/GDF15/IL15RA/SCEL/IL6/KLF4/IL33/PRICKLE1/PML/GATA6/IGFBP4/IFITM3/IL22RA1/LATS2/VEGFC/FZD7/NRG2/EDA/DISC1/INHBB/FZD5/SPRY1/CITED2/RET/IFI27/DDIT4/CLEC7A/EXT1/CSF1/STING1/IFITM2/SOCS1/IRS2/SULF2/PDCD1LG2/CARD16/CRLF2/TREX1/PEG10	67
GO:0048583	regulation of response to stimulus	88/201	3435/14201	0.0256186317321688	1.81000094143547	6.53280792860157	6.94262491032752e-10	1.87252511867119e-07	1.31387871423266e-07	CD38/CX3CL1/ARHGAP44/PLAUR/TNFRSF1B/NGFR/BCL3/CEACAM1/SLC9A1/LGMN/ABCD1/IL7/CHN2/SERPINE1/GATA3/LIPA/COL1A1/VEGFA/CISH/IGFBP5/CTH/NR4A3/AVPI1/BCL2L14/OPTN/G0S2/ARHGAP40/RUNX2/SRMS/NR1D1/IFI6/APOL3/CHAC1/GDF15/SESN2/EPS8L1/IDO1/RARA/AKIRIN2/SCEL/IL6/KLF4/IL33/ARHGAP24/PRICKLE1/PML/GATA6/SECTM1/IGFBP4/IL22RA1/PTGES/LATS2/VEGFC/FZD7/RAET1L/EDA/DISC1/INHBB/FZD5/SPRY1/CITED2/TAGAP/RET/DDIT4/KLK7/MN1/GPR37/CEBPB/CLEC7A/METRNL/PER1/EXT1/CSF1/STING1/SOCS1/IRS2/SLC6A9/AFAP1/SULF2/LPAR1/TGM2/CARD16/HLA-F/CRLF2/TREX1/HLA-B/PEG10/ARHGAP23	88
GO:0035295	tube development	39/201	933/14201	0.0418006430868167	2.95328822127306	7.39575651388379	7.62449643014141e-10	1.9193399013476e-07	1.34672684313445e-07	SOX8/CX3CL1/TYMP/FOXC1/NGFR/CELSR1/PLXNA2/CEACAM1/SERPINE1/GATA3/LIPA/VEGFA/IGFBP5/HS3ST3B1/SIX1/ADM2/PODXL/ASS1/RARA/IL6/KLF4/ARHGAP24/PRICKLE1/WARS1/PML/GATA6/OSR1/VEGFC/EDA/KIF26B/INHBB/FZD5/SPRY1/CITED2/RET/ANGPTL4/EXT1/CSF1/TGM2	39
GO:0007165	signal transduction	107/201	4651/14201	0.0230058052031821	1.62540019746462	6.23171640442712	1.32515977355163e-09	2.90661100409723e-07	2.03945692944713e-07	CD38/SOX8/CX3CL1/ARHGAP44/PLAUR/TYMP/TNFRSF1B/FOXC1/NGFR/BCL3/CELSR1/PLXNA2/CEACAM1/ACHE/SLC9A1/CACNA1I/LGMN/TRIB3/CCL22/IL7/CHN2/SERPINE1/GATA3/LIPA/COL1A1/VEGFA/STC2/CISH/IGFBP5/FBXO6/CTH/NR4A3/AVPI1/BCL2L14/OPTN/NFE2/G0S2/ARHGAP40/RUNX2/SRMS/NR1D1/IFI6/SIX1/ADM2/APOL3/CHAC1/GDF15/SESN2/EPS8L1/RARA/PPP1R1B/IL15RA/SCEL/IL6/KLF4/IL33/ARHGAP24/PRICKLE1/PML/GATA6/SECTM1/IGFBP4/IFITM3/IL22RA1/NR1I2/PTGES/LATS2/VEGFC/CCL28/ZFP36L2/PPM1J/FZD7/NRG2/EDA/DISC1/INHBB/FZD5/SPRY1/CITED2/TAGAP/RET/IFI27/CASKIN1/DDIT4/MN1/GPR37/CEBPB/CLEC7A/METRNL/PER1/EXT1/CSF1/STING1/IFITM2/SOCS1/IRS2/SLC6A9/AFAP1/SULF2/PDCD1LG2/LPAR1/TGM2/CARD16/CRLF2/TREX1/PEG10/ARHGAP23	107
GO:0048519	negative regulation of biological process	106/201	4588/14201	0.0231037489102005	1.63232009091422	6.23731097826913	1.34751531210966e-09	2.90661100409723e-07	2.03945692944713e-07	CD38/SOX8/CX3CL1/ARHGAP44/NFIX/PLAUR/TNFRSF1B/FOXC1/NGFR/PITX1/BCL3/ASNS/PLXNA2/LAMP3/CEACAM1/CEACAM6/ACHE/SLC9A1/HIRA/LGMN/TRIB3/ABCD1/TOX3/IL7/SERPINE1/GATA3/COL1A1/VEGFA/STC2/CISH/IGFBP5/FBXO6/CTH/NR4A3/IRF2BPL/OPTN/RUNX2/MT2A/SRMS/NR1D1/IFI6/SIX1/MGAT3/PODXL/CHAC1/CD68/GDF15/ASS1/SESN2/IDO1/RARA/IL15RA/AKIRIN2/IL6/KLF4/IL33/ARHGAP24/PRICKLE1/JDP2/WARS1/PML/GATA6/IGFBP4/IFITM3/IL22RA1/OSR1/NR1I2/PTGES/LATS2/VEGFC/CCL28/ZFP36L2/JPH3/FZD7/NMNAT2/TENT5B/INHBB/FZD5/SPRY1/FOXQ1/CITED2/OSR2/NFIL3/ZNF503/IFI27/ANGPTL4/DDIT4/IRF2/MN1/CEBPB/METRNL/PER1/SERTAD2/IFITM2/SOCS1/IRS2/SLC6A9/SULF2/SERPINA1/PDCD1LG2/LPAR1/CARD16/HLA-F/TREX1/HLA-B/PEG10	106
GO:0035239	tube morphogenesis	34/201	749/14201	0.0453938584779706	3.2071551455008	7.43632777724476	1.38556668627516e-09	2.90661100409723e-07	2.03945692944713e-07	SOX8/CX3CL1/TYMP/FOXC1/NGFR/CELSR1/CEACAM1/SERPINE1/GATA3/VEGFA/HS3ST3B1/SIX1/ADM2/PODXL/RARA/IL6/KLF4/ARHGAP24/PRICKLE1/WARS1/PML/GATA6/OSR1/VEGFC/EDA/KIF26B/FZD5/SPRY1/CITED2/RET/ANGPTL4/EXT1/CSF1/TGM2	34
GO:0030155	regulation of cell adhesion	32/201	677/14201	0.0472673559822747	3.33952100648897	7.47389316246681	1.68822236245437e-09	3.35511981085668e-07	2.35415827495715e-07	CX3CL1/PLAUR/PLXNA2/CEACAM1/CEACAM6/SLC9A1/IL7/SERPINE1/GATA3/COL1A1/MDGA1/VEGFA/NR4A3/PODXL/ASS1/IDO1/RARA/IL6/KLF4/PML/CCL28/FZD7/KIF26B/DISC1/CITED2/RET/CEBPB/FUT2/CSF1/SOCS1/PDCD1LG2/TGM2	32
GO:0010646	regulation of cell communication	79/201	2989/14201	0.0264302442288391	1.86734277758081	6.39426104730359	2.30607413857501e-09	4.35386797362962e-07	3.05494137199647e-07	CD38/CX3CL1/ARHGAP44/PLAUR/TYMP/NGFR/SYT1/BCL3/CEACAM1/ACHE/SLC9A1/LGMN/IL7/CHN2/SERPINE1/GATA3/LIPA/COL1A1/VEGFA/CISH/IGFBP5/CTH/AVPI1/BCL2L14/OPTN/G0S2/ARHGAP40/RUNX2/SRMS/NR1D1/IFI6/APOL3/CHAC1/GDF15/SESN2/EPS8L1/RARA/SCEL/IL6/KLF4/ARHGAP24/PRICKLE1/PML/GATA6/SECTM1/IGFBP4/LATS2/VEGFC/JPH3/FZD7/EDA/DISC1/INHBB/SPRY1/CITED2/TAGAP/RET/DDIT4/MN1/MYRIP/GPR37/CLEC7A/PER1/EXT1/CSF1/STING1/SOCS1/IRS2/SLC6A9/AFAP1/SULF2/LPAR1/TGM2/DDO/CARD16/CRLF2/TREX1/PEG10/ARHGAP23	79
GO:0002376	immune system process	62/201	2072/14201	0.0299227799227799	2.11409650588755	6.5748125087273	2.75901235878974e-09	4.96096698418574e-07	3.48091935191668e-07	CD38/CX3CL1/TNFRSF1B/BCL3/LAMP3/CEACAM1/APOL1/LGMN/CCL22/IL7/SERPINE1/GATA3/LIPA/VEGFA/NR4A3/OPTN/RUNX2/SRMS/NR1D1/IFI6/SIX1/CD68/GDF15/ASS1/IDO1/RARA/IL15RA/AKIRIN2/IL6/IL33/PML/GATA6/SECTM1/IFITM3/VEGFC/CCL28/ZFP36L2/FZD7/RAET1L/EDA/FZD5/CITED2/NFIL3/RET/IFI27/IRF2/KLK7/CEBPB/CLEC7A/RAB43/EXT1/CSF1/STING1/IFITM2/SOCS1/IRS2/PDCD1LG2/TMEM229B/HLA-F/CRLF2/TREX1/HLA-B	62
GO:0048646	anatomical structure formation involved in morphogenesis	39/201	979/14201	0.0398365679264556	2.81452289116217	7.04990725995524	2.99992809972667e-09	5.12075676245917e-07	3.59303768150918e-07	SOX8/CX3CL1/TYMP/FOXC1/NGFR/BCL3/CELSR1/PLXNA2/CEACAM1/CHN2/SERPINE1/GATA3/COL1A1/VEGFA/SIX1/ADM2/PODXL/GDF15/RARA/IL6/KLF4/ARHGAP24/PRICKLE1/WARS1/PML/GATA6/OSR1/LATS2/VEGFC/FZD7/EDA/KIF26B/FZD5/SPRY1/CITED2/RET/ANGPTL4/EXT1/TGM2	39
GO:0051094	positive regulation of developmental process	42/201	1114/14201	0.0377019748653501	2.66371017444197	6.93072073499065	3.38456462806627e-09	5.12075676245917e-07	3.59303768150918e-07	SOX8/CX3CL1/TNFRSF1B/FOXC1/NGFR/SYT1/PLXNA2/CEACAM1/IL7/SERPINE1/GATA3/COL1A1/VEGFA/CTH/RUNX2/SIX1/ADM2/GDF15/RARA/IL15RA/IL6/KLF4/IL33/PML/GATA6/OSR1/VEGFC/DISC1/SPRY1/CITED2/OSR2/RET/ANGPTL4/CEBPB/CLEC7A/LRRN1/METRNL/CSF1/SOCS1/TRPV2/LPAR1/TGM2	42
GO:0048584	positive regulation of response to stimulus	60/201	1980/14201	0.0303030303030303	2.14096185737977	6.55735252740515	3.43830328538805e-09	5.12075676245917e-07	3.59303768150918e-07	CD38/CX3CL1/PLAUR/NGFR/CEACAM1/SLC9A1/LGMN/IL7/SERPINE1/GATA3/LIPA/COL1A1/VEGFA/IGFBP5/CTH/NR4A3/AVPI1/BCL2L14/OPTN/G0S2/SRMS/NR1D1/APOL3/GDF15/SESN2/IDO1/RARA/AKIRIN2/SCEL/IL6/IL33/PML/GATA6/SECTM1/IGFBP4/VEGFC/FZD7/RAET1L/EDA/DISC1/INHBB/FZD5/CITED2/RET/KLK7/MN1/GPR37/CEBPB/CLEC7A/CSF1/STING1/IRS2/SULF2/LPAR1/TGM2/CARD16/HLA-F/CRLF2/TREX1/HLA-B	60
GO:0060429	epithelium development	39/201	986/14201	0.039553752535497	2.79454149132633	6.99900914296761	3.66502718340159e-09	5.12075676245917e-07	3.59303768150918e-07	SOX8/FOXC1/NGFR/DHRS9/CELSR1/PLXNA2/CEACAM1/SERPINE1/GATA3/LIPA/KRT23/VEGFA/IGFBP5/HS3ST3B1/SIX1/PODXL/RARA/SCEL/KLF4/ARHGAP24/PRICKLE1/PML/RHCG/GATA6/OSR1/LATS2/VEGFC/FZD7/EDA/KIF26B/FZD5/SPRY1/FOXQ1/CITED2/RET/CEBPB/EXT1/CSF1/TGM2	39
GO:0030154	cell differentiation	88/201	3545/14201	0.0248236953455571	1.75383730150376	6.2082160234134	3.69012984650847e-09	5.12075676245917e-07	3.59303768150918e-07	CD38/SOX8/CX3CL1/ARHGAP44/TYMP/TNFRSF1B/FOXC1/NGFR/SYT1/PITX1/BCL3/DHRS9/CELSR1/PLXNA2/CEACAM1/ACHE/SLC9A1/HIRA/TRIB3/SNPH/IL7/CHN2/SERPINE1/GATA3/LIPA/KRT23/COL1A1/MDGA1/VEGFA/IGFBP5/CTH/NR4A3/RUNX2/SRMS/NR1D1/SIX1/PODXL/CHAC1/GDF15/RARA/IL15RA/AKIRIN2/SCEL/IL6/KLF4/IL33/ARHGAP24/PRICKLE1/JDP2/PML/RHCG/GATA6/OSR1/NR1I2/MKX/LATS2/VEGFC/ZFP36L2/FZD7/NMNAT2/EDA/DISC1/INHBB/FZD5/SPRY1/FOXQ1/CITED2/OSR2/NFIL3/ZNF503/RET/DDIT4/VAMP5/GPR37/CEBPB/CLEC7A/METRNL/EXT1/CSF1/SOCS1/TRPV2/SULF2/LPAR1/TGM2/TREX1/HLA-B/PEG10/EPOP	88
GO:0048869	cellular developmental process	88/201	3546/14201	0.0248166948674563	1.75334270553605	6.20530895113798	3.7448902695796e-09	5.12075676245917e-07	3.59303768150918e-07	CD38/SOX8/CX3CL1/ARHGAP44/TYMP/TNFRSF1B/FOXC1/NGFR/SYT1/PITX1/BCL3/DHRS9/CELSR1/PLXNA2/CEACAM1/ACHE/SLC9A1/HIRA/TRIB3/SNPH/IL7/CHN2/SERPINE1/GATA3/LIPA/KRT23/COL1A1/MDGA1/VEGFA/IGFBP5/CTH/NR4A3/RUNX2/SRMS/NR1D1/SIX1/PODXL/CHAC1/GDF15/RARA/IL15RA/AKIRIN2/SCEL/IL6/KLF4/IL33/ARHGAP24/PRICKLE1/JDP2/PML/RHCG/GATA6/OSR1/NR1I2/MKX/LATS2/VEGFC/ZFP36L2/FZD7/NMNAT2/EDA/DISC1/INHBB/FZD5/SPRY1/FOXQ1/CITED2/OSR2/NFIL3/ZNF503/RET/DDIT4/VAMP5/GPR37/CEBPB/CLEC7A/METRNL/EXT1/CSF1/SOCS1/TRPV2/SULF2/LPAR1/TGM2/TREX1/HLA-B/PEG10/EPOP	88
GO:0048729	tissue morphogenesis	27/201	513/14201	0.0526315789473684	3.7185126996596	7.51446789883493	3.79717132809472e-09	5.12075676245917e-07	3.59303768150918e-07	SOX8/FOXC1/NGFR/CELSR1/CEACAM1/GATA3/VEGFA/IGFBP5/HS3ST3B1/SIX1/PODXL/RARA/KLF4/ARHGAP24/PRICKLE1/PML/OSR1/VEGFC/KIF26B/FZD5/SPRY1/FOXQ1/CITED2/RET/EXT1/CSF1/TGM2	27
GO:0001823	mesonephros development	12/201	89/14201	0.134831460674157	9.52607747777964	9.6678115721821	4.25649946689495e-09	5.54225585758459e-07	3.88878735323941e-07	SOX8/FOXC1/GATA3/VEGFA/HS3ST3B1/SIX1/RARA/OSR1/KIF26B/SPRY1/OSR2/RET	12
GO:0070887	cellular response to chemical stimulus	56/201	1803/14201	0.0310593455352191	2.19439684550073	6.50352595967951	5.83731942894249e-09	7.34723938789561e-07	5.15527473777131e-07	CX3CL1/TNFRSF1B/SYT1/CEACAM1/ACHE/SLC9A1/LGMN/TRIB3/ABCD1/CCL22/SERPINE1/COL1A1/VEGFA/STC2/IGFBP5/NR4A3/MT2A/NR1D1/SIX1/MGAT3/CD68/GDF15/ASS1/SESN2/RARA/PPP1R1B/IL6/KLF4/PML/GATA6/OSR1/NR1I2/PTGES/LATS2/VEGFC/CCL28/ZFP36L2/FZD7/INHBB/CITED2/RET/DDIT4/MN1/GPR37/CEBPB/CLEC7A/PER1/CSF1/STING1/SOCS1/IRS2/PDCD1LG2/LPAR1/TGM2/CARD16/TREX1	56
GO:0042127	regulation of cell population proliferation	47/201	1374/14201	0.0342066957787482	2.41676262066668	6.62073327530105	7.31896857332901e-09	8.91497591383559e-07	6.25529504212873e-07	CD38/SOX8/CX3CL1/TNFRSF1B/NGFR/CEACAM1/CEACAM6/LGMN/IL7/GATA3/VEGFA/IGFBP5/NR4A3/RUNX2/NR1D1/SIX1/IDO1/RARA/AKIRIN2/IL6/KLF4/IL33/WARS1/PML/GATA6/OSR1/PTGES/VEGFC/FZD7/TENT5B/DISC1/FZD5/SPRY1/CITED2/OSR2/ZNF503/MN1/CEBPB/CLEC7A/FUT2/CSF1/IRS2/NCCRP1/SULF2/SERTAD1/PDCD1LG2/CRLF2	47
GO:0051241	negative regulation of multicellular organismal process	36/201	885/14201	0.0406779661016949	2.87396913736403	6.89803445554144	7.89034001849098e-09	9.31060122181935e-07	6.53289007452032e-07	CD38/SOX8/CX3CL1/PLAUR/TNFRSF1B/FOXC1/NGFR/BCL3/CEACAM1/LGMN/ABCD1/SERPINE1/GATA3/VEGFA/STC2/IGFBP5/NR1D1/GDF15/IDO1/RARA/IL6/KLF4/IL33/PRICKLE1/PML/GATA6/OSR1/FZD7/INHBB/SPRY1/CITED2/CEBPB/SOCS1/PDCD1LG2/CARD16/HLA-F	36
GO:0009653	anatomical structure morphogenesis	64/201	2237/14201	0.0286097451944569	2.02132831595265	6.3057731891897	8.32034955926155e-09	9.4592886150646e-07	6.63721828839139e-07	SOX8/CX3CL1/ARHGAP44/TYMP/TNFRSF1B/FOXC1/NGFR/SYT1/PITX1/BCL3/CELSR1/PLXNA2/CEACAM1/HIRA/IL7/DNAH11/CHN2/SERPINE1/GATA3/LIPA/COL1A1/VEGFA/IGFBP5/NR4A3/RUNX2/HS3ST3B1/SIX1/ADM2/PODXL/GDF15/RARA/IL6/KLF4/ARHGAP24/PRICKLE1/WARS1/PML/GATA6/OSR1/SHROOM2/LATS2/VEGFC/CDH12/FZD7/EDA/KIF26B/DISC1/FZD5/SPRY1/FOXQ1/CITED2/OSR2/RET/ANGPTL4/CEBPB/EXT1/CSF1/TRPV2/SULF2/LPAR1/HOXC4/TGM2/ATP10A/TREX1	64
GO:0009888	tissue development	52/201	1622/14201	0.032059186189889	2.26503732876922	6.4861037360405	8.51736792670011e-09	9.4592886150646e-07	6.63721828839139e-07	SOX8/FOXC1/NGFR/PITX1/DHRS9/CELSR1/PLXNA2/CEACAM1/SLC9A1/SERPINE1/GATA3/LIPA/KRT23/COL1A1/VEGFA/STC2/IGFBP5/RUNX2/HS3ST3B1/SIX1/PODXL/RARA/SCEL/IL6/KLF4/ARHGAP24/PRICKLE1/PML/RHCG/GATA6/SECTM1/OSR1/LATS2/VEGFC/FZD7/EDA/KIF26B/FZD5/SPRY1/FOXQ1/CITED2/OSR2/RET/VAMP5/KLK7/CEBPB/EXT1/CSF1/SULF2/HOXC4/TGM2/TREX1	52
GO:0009607	response to biotic stimulus	44/201	1257/14201	0.0350039777247414	2.473091978453	6.55452817122555	1.26370750459345e-08	1.36335986781281e-06	9.56617079417054e-07	CX3CL1/TNFRSF1B/BCL3/CEACAM1/APOL1/CCL22/SERPINE1/GATA3/OPTN/SRMS/NR1D1/IFI6/CD68/ASS1/IDO1/RARA/AKIRIN2/IL6/KLF4/IL33/PML/GATA6/IFITM3/IL22RA1/CCL28/FZD5/IFI27/DDIT4/IRF2/KLK7/CEBPB/CLEC7A/RAB43/EXT1/B3GALT5/CSF1/STING1/IFITM2/PDCD1LG2/TMEM229B/CARD16/HLA-F/TREX1/HLA-B	44
