ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0006334	nucleosome assembly	38/1163	101/14829	0.376237623762376	4.7972723325643	11.1704580505757	3.94686147568142e-17	1.78936347083848e-14	1.77136653788955e-14	H1-3/H2BC11/H4C8/PADI4/H1-4/H2BC4/H3C13/H1-5/H2BC21/H2BC13/H1-2/H4C3/H3C12/H4C11/H4C16/H3C14/H2BC15/H4C14/H4C12/H2BC14/H2BC6/H2BC17/H3C6/H4C13/H3C11/H3C1/H4C9/H2BC3/H4C5/H4C4/H2BC7/H3C7/H2BC10/H4C1/H4C2/H3C10/H3C2/H3C3	38
GO:0003008	system process	216/1163	1630/14829	0.132515337423313	1.68965600915762	8.60926845630569	8.5055309244843e-16	3.53475689336693e-13	3.499205266301e-13	SLC7A2/SLC4A1/TBXA2R/SCN4A/PAX6/CASR/GUCA1A/SLC12A2/CACNB1/ABCC9/MYO3B/CACNG5/ITGA8/SLC4A4/IMPG2/MEF2C/OPRK1/SEMA5B/NOS1/SLC26A4/MYO15A/OR1I1/PCSK5/RP1/TRPA1/CRX/SLC5A5/HAMP/HPN/CFAP69/POU6F2/SLC6A4/MAP2K6/SLC1A2/CUX2/OPRM1/SOBP/PDE4D/CLDN16/GRK7/FGF12/FOXP1/LEPR/RGS2/KCNIP2/KCNJ5/ADRA1A/IAPP/PDE1B/KCNJ2/EDN3/TAS2R3/TAS2R4/TAS2R5/OR7C1/AIPL1/ATP1B2/FGF13/AOC2/CA6/PER2/SNAP25/ATP1A4/PDE6A/CHRM3/TBC1D8B/PDE6B/SPX/RDH5/HTR2B/SCN2A/SLC28A2/OIT3/SLCO1C1/SLC24A4/ITGAX/MYLK3/SLC2A5/ADCY10/HMCN1/SCN1A/GRIP2/CORIN/ANK2/GLRA3/KCNMB1/MLIP/VLDLR/HTR3B/AKAP6/GJA1/ADGRF1/JPH3/ANGPT1/OTOA/PPEF2/SLC6A1/CACNA1D/SHROOM4/TNNI1/BSND/LHX8/CFAP221/SLC6A20/NPY1R/ADGRV1/TMC1/PTCHD1/VSTM4/OR4K2/CACNB2/MYO1A/NOD2/OR51B5/LPO/OR1F1/OR2W6P/SCN11A/OR10G3/OR5AU1/SCN9A/SLN/FOS/OR10A3/OR10A2/OR7G2/OR2M4/OR2AT4/NMUR1/OR1A1/AZU1/OR5A1/OR5A2/OR10H5/PDE3A/OR4D9/CYSLTR1/OR10K1/CNTNAP2/OR7D4/CABP4/OR4K17/OR4M1/RIMS2/OR4F17/OR2T12/OR2T33/TRIM72/OR2AP1/FOXS1/RRH/SLC9A4/CYP8B1/OR56A1/OR52E4/OR52N1/OR5AS1/OR52A1/CACNB4/OR4Q3/OR4M2B/OR56A4/CNTN2/OR1D2/DRD1/SGCZ/PRKN/OR7A17/MINAR2/OR10H1/OR6C75/OR7D2/EYS/OR2G6/CFAP54/LRRK2/OR8A1/VN1R2/OR10J1/GRM7/WNK3/OR52K1/OR11G2/OR1J2/OR6Y1/TAFA2/DMD/OR10Z1/OR2L2/PJVK/OR11A1/OR14J1/MIR27B/TAS2R50/TAS2R14/TAS2R13/CEACAM16/MIR17HG/OR2A5/TAS2R46/OR2M3/OR5H1/OR5H14/SHISA9/OR1J4/STRC/OR10G4/TAS2R43/OR6J1/TAS2R20/TAS2R30/TAS2R31/GRIN2B/OR4M2/NR2E3/ARMCX5-GPRASP2	216
GO:0034728	nucleosome organization	38/1163	120/14829	0.316666666666667	4.03770421324162	9.74664101197062	2.70369211042174e-14	1.03717788882102e-11	1.02674623464599e-11	H1-3/H2BC11/H4C8/PADI4/H1-4/H2BC4/H3C13/H1-5/H2BC21/H2BC13/H1-2/H4C3/H3C12/H4C11/H4C16/H3C14/H2BC15/H4C14/H4C12/H2BC14/H2BC6/H2BC17/H3C6/H4C13/H3C11/H3C1/H4C9/H2BC3/H4C5/H4C4/H2BC7/H3C7/H2BC10/H4C1/H4C2/H3C10/H3C2/H3C3	38
GO:0061644	protein localization to CENP-A containing chromatin	14/1163	16/14829	0.875	11.1568142734308	11.8578630110652	3.19909547605968e-14	1.1395635099364e-11	1.12810208892631e-11	H2BC11/H4C8/H4C3/H4C11/H4C16/H4C14/H4C12/H4C13/H4C9/H4C5/H4C4/H2AC4/H4C1/H4C2	14
GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	38/1163	155/14829	0.245161290322581	3.12596455218706	7.76172137173857	1.56542647899437e-10	5.20452123382995e-08	5.15217556946217e-08	CDH10/CD84/TRO/CDH7/PCDHB4/PCDHA6/PCDH11X/PCDHB3/CDH6/CDHR3/DSG3/CDH13/HMCN1/CNTN4/CDH18/HMCN2/CDH8/PCDHB1/PCDHB9/CDH4/CNTN2/PCDH9/CDHR4/PCDHA9/PCDHA8/PCDHA7/TENM3/PCDHA10/PCDHGB6/PCDHGA5/PCDHGA6/PCDHGA8/PCDHGA10/PCDHGA11/PECAM1/PCDHGA9/PCDHGB3/PCDHGA4	38
GO:0045653	negative regulation of megakaryocyte differentiation	12/1163	18/14829	0.666666666666667	8.50042992261393	9.28839459724611	6.10673284870314e-10	1.90339229478016e-07	1.88424849081696e-07	H4C8/H4C3/H4C11/H4C16/H4C14/H4C12/H4C13/H4C9/H4C5/H4C4/H4C1/H4C2	12
GO:0001580	detection of chemical stimulus involved in sensory perception of bitter taste	13/1163	23/14829	0.565217391304348	7.2068862387379	8.69018994180179	2.16392110062489e-09	6.34792619342137e-07	6.28408047178374e-07	TAS2R3/TAS2R4/TAS2R5/CA6/LPO/TAS2R50/TAS2R14/TAS2R13/TAS2R46/TAS2R43/TAS2R20/TAS2R30/TAS2R31	13
GO:0050913	sensory perception of bitter taste	13/1163	25/14829	0.52	6.63033533963887	8.21911706082638	8.47413723943966e-09	2.34780680072698e-06	2.32419319608023e-06	TAS2R3/TAS2R4/TAS2R5/CA6/LPO/TAS2R50/TAS2R14/TAS2R13/TAS2R46/TAS2R43/TAS2R20/TAS2R30/TAS2R31	13
GO:0050912	detection of chemical stimulus involved in sensory perception of taste	13/1163	26/14829	0.5	6.37532244196045	8.00251990490537	1.57319641828445e-08	4.12922659893925e-06	4.08769595665046e-06	TAS2R3/TAS2R4/TAS2R5/CA6/LPO/TAS2R50/TAS2R14/TAS2R13/TAS2R46/TAS2R43/TAS2R20/TAS2R30/TAS2R31	13
GO:0065004	protein-DNA complex assembly	40/1163	210/14829	0.19047619047619	2.42869426360398	6.08275820405752	1.18559466776015e-07	2.95628030405994e-05	2.9265468377869e-05	TAF1L/H1-3/H2BC11/HMBOX1/H4C8/PADI4/H1-4/H2BC4/H3C13/H1-5/H2BC21/H2BC13/H1-2/H4C3/H3C12/H4C11/H4C16/H3C14/H2BC15/H4C14/H4C12/H2BC14/H2BC6/H2BC17/H3C6/H4C13/H3C11/H3C1/H4C9/H2BC3/H4C5/H4C4/H2BC7/H3C7/H2BC10/H4C1/H4C2/H3C10/H3C2/H3C3	40
GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	44/1163	245/14829	0.179591836734694	2.28991173425518	5.93902489490466	1.65149305672266e-07	3.92190279708376e-05	3.88245736141818e-05	CX3CL1/CDH10/CD84/TRO/CDH7/PCDHB4/PCDHA6/PCDH11X/CRTAM/PCDHB3/CDH6/CLDN16/CEACAM8/CDHR3/DSG3/CLDN10/IL10/CDH13/HMCN1/CNTN4/CDH18/HMCN2/CDH8/PCDHB1/PCDHB9/CDH4/CNTN2/PCDH9/CDHR4/PCDHA9/PCDHA8/PCDHA7/TENM3/PCDHA10/PCDHGB6/PCDHGA5/PCDHGA6/PCDHGA8/PCDHGA10/PCDHGA11/PECAM1/PCDHGA9/PCDHGB3/PCDHGA4	44
GO:0071459	protein localization to chromosome, centromeric region	14/1163	39/14829	0.358974358974359	4.57715457371519	6.52523807091743	7.19400021707029e-07	0.000163074904920589	0.000161434741713204	H2BC11/H4C8/H4C3/H4C11/H4C16/H4C14/H4C12/H4C13/H4C9/H4C5/H4C4/H2AC4/H4C1/H4C2	14
GO:0045652	regulation of megakaryocyte differentiation	13/1163	34/14829	0.382352941176471	4.87524657326387	6.59920701918835	7.74464493583106e-07	0.000167924105630389	0.000166235170476191	MEF2C/H4C8/H4C3/H4C11/H4C16/H4C14/H4C12/H4C13/H4C9/H4C5/H4C4/H4C1/H4C2	13
GO:0071168	protein localization to chromatin	17/1163	57/14829	0.298245614035088	3.80282391274834	6.1847767875279	9.80189916967593e-07	0.000203675296496558	0.000201626785551667	VRK1/H2BC11/H4C8/APLF/H1-5/H4C3/H4C11/H4C16/H4C14/H4C12/H4C13/H4C9/H4C5/H4C4/H2AC4/H4C1/H4C2	17
GO:0071824	protein-DNA complex organization	40/1163	229/14829	0.174672489082969	2.22718687928749	5.45962048250568	1.24911974629343e-06	0.000249174406990614	0.000246668278320682	TAF1L/H1-3/H2BC11/HMBOX1/H4C8/PADI4/H1-4/H2BC4/H3C13/H1-5/H2BC21/H2BC13/H1-2/H4C3/H3C12/H4C11/H4C16/H3C14/H2BC15/H4C14/H4C12/H2BC14/H2BC6/H2BC17/H3C6/H4C13/H3C11/H3C1/H4C9/H2BC3/H4C5/H4C4/H2BC7/H3C7/H2BC10/H4C1/H4C2/H3C10/H3C2/H3C3	40
GO:0009581	detection of external stimulus	25/1163	112/14829	0.223214285714286	2.84612609016091	5.72098967807012	1.40352648677743e-06	0.000269207176521501	0.000266499563683649	GUCA1A/PKD2L2/SEMA5B/RP1/TRPA1/HPN/GRK7/AIPL1/SAG/PDE6B/SLC24A4/SCN1A/PKD1L1/ADGRV1/TMC1/SCN11A/SCN9A/CABP4/RRH/CACNB4/EYS/GPR52/PJVK/STRC/NR2E3	25
GO:0009582	detection of abiotic stimulus	25/1163	113/14829	0.221238938053097	2.82093913361082	5.6682656972459	1.67009564081087e-06	0.000308472850397178	0.000305370314050798	GUCA1A/PKD2L2/SEMA5B/RP1/TRPA1/HPN/GRK7/AIPL1/SAG/PDE6B/SLC24A4/SCN1A/PKD1L1/ADGRV1/TMC1/SCN11A/SCN9A/CABP4/RRH/CACNB4/EYS/GPR52/PJVK/STRC/NR2E3	25
GO:0006617	SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition	7/1163	11/14829	0.636363636363636	8.1140467443133	6.88539246106605	4.46652934213421e-06	0.000795520779615119	0.000787519647165769	SNAP25-AS1/BHLHE40-AS1/GJD2-DT/RN7SL2/RN7SL1/RN7SL3/LOC101929130	7
GO:0009583	detection of light stimulus	14/1163	45/14829	0.311111111111111	3.96686729721983	5.81458654934519	5.09181012421154e-06	0.000875615761704929	0.000866809055628026	GUCA1A/SEMA5B/RP1/GRK7/AIPL1/SAG/PDE6B/SLC24A4/CABP4/RRH/CACNB4/EYS/GPR52/NR2E3	14
GO:0002227	innate immune response in mucosa	8/1163	15/14829	0.533333333333333	6.80034393809114	6.55652382285349	5.45756495372392e-06	0.000907229214140706	0.000898104548525094	H2BC11/NOD2/H2BC4/H2BC21/H2BC12/H2BC6/H2BC7/H2BC10	8
GO:0050909	sensory perception of taste	13/1163	41/14829	0.317073170731707	4.04288740221882	5.69158894897568	8.75439401760872e-06	0.00140832783760693	0.00139416325781273	TAS2R3/TAS2R4/TAS2R5/CA6/LPO/TAS2R50/TAS2R14/TAS2R13/TAS2R46/TAS2R43/TAS2R20/TAS2R30/TAS2R31	13
GO:0030001	metal ion transport	90/1163	730/14829	0.123287671232877	1.571997314456	4.62350894743781	9.86536667392995e-06	0.00153745573759027	0.00152199242436617	CX3CL1/SCN4A/SLC11A1/CASR/VMP1/SLC6A16/SLC12A2/CD84/CACNB1/ABCC9/CAMK2A/CACNG5/PKD2L2/SLC4A4/SLC13A1/OPRK1/TRPM3/NOS1/CAPN3/EPPIN/ATP1B4/TRPA1/SLC5A5/HAMP/HPN/SLC6A4/OPRM1/PDE4D/CLDN16/FGF12/KCNIP2/KCNJ5/KCNJ2/EDN3/SLC17A3/SLC17A1/SLC10A2/STEAP4/ATP1B2/FGF13/SLC6A11/SNAP25/ATP1A4/HTR2B/SCN2A/TRPC6/SLC24A4/SLC13A5/SIK1/KCNH1/KCNN3/SCN1A/ANK2/KCNMB1/AKAP6/SLC5A10/JPH3/SLC6A1/CACNA1D/KCNJ6/KCNJ15/KCNB1/PKD1L1/KCNT2/EFHB/SLC6A20/SLC9B1/TMC1/CACNB2/SCN11A/KCNG4/IL13/SCN9A/SLN/CYSLTR1/MFSD4B/SLC9A4/CACNB4/DRD1/SRL/KCNQ5/NKAIN3/WNK3/SLC30A10/DMD/PLPP4/NALF1/LILRA2/SLC10A5/GRIN2B	90
GO:0007602	phototransduction	11/1163	31/14829	0.354838709677419	4.52442237816548	5.73030480390635	1.2851759430009e-05	0.00194217346295318	0.00192263960850853	GUCA1A/RP1/GRK7/AIPL1/SAG/PDE6B/SLC24A4/CABP4/RRH/GPR52/NR2E3	11
GO:0035725	sodium ion transmembrane transport	28/1163	154/14829	0.181818181818182	2.3182990698038	4.7972868655397	2.24210666271601e-05	0.00328864291969552	0.00325556664029043	SCN4A/SLC6A16/SLC12A2/SLC4A4/SLC13A1/NOS1/SLC5A5/SLC6A4/FGF12/SLC17A3/SLC17A1/ATP1B2/FGF13/SLC6A11/ATP1A4/SCN2A/SLC24A4/SLC13A5/SCN1A/SLC5A10/SLC6A1/SLC6A20/SLC9B1/SCN11A/SCN9A/SLC9A4/WNK3/DMD	28
GO:0006814	sodium ion transport	34/1163	206/14829	0.16504854368932	2.10447536919083	4.65673841912329	2.65210718125455e-05	0.00377887386083326	0.00374086697145378	SCN4A/SLC6A16/SLC12A2/SLC4A4/SLC13A1/NOS1/ATP1B4/SLC5A5/SLC6A4/FGF12/SLC17A3/SLC17A1/SLC10A2/ATP1B2/FGF13/SLC6A11/ATP1A4/SCN2A/SLC24A4/SLC13A5/SIK1/SCN1A/SLC5A10/SLC6A1/SLC6A20/SLC9B1/SCN11A/SCN9A/MFSD4B/SLC9A4/NKAIN3/WNK3/DMD/SLC10A5	34
GO:0030219	megakaryocyte differentiation	15/1163	59/14829	0.254237288135593	3.24168937726802	5.03293857267006	3.54411400701351e-05	0.00490958237582678	0.00486020312657701	MEF2C/IL11/H4C8/H4C3/H4C11/H4C16/MPIG6B/H4C14/H4C12/H4C13/H4C9/H4C5/H4C4/H4C1/H4C2	15
