ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0045653	negative regulation of megakaryocyte differentiation	10/241	18/14201	0.555555555555556	32.7362840018442	17.7018338178354	6.38923521988404e-14	1.25054758440094e-11	1.25054758440094e-11	H4C3/H4C11/H4C16/H4C14/H4C12/H4C9/H4C5/H4C4/H4C1/H4C2	10
GO:0040029	epigenetic regulation of gene expression	24/241	257/14201	0.0933852140077821	5.50275279719715	9.57108038209682	1.16406002479168e-11	2.08851769448041e-09	2.08851769448041e-09	TET1/H2AC6/H2AC20/H2AC21/H2AC13/H2AC11/H2AC7/H3C12/H3C4/CDKN2B-AS1/H3C8/H2AC12/H2AC15/H3C11/H3C1/H2AC16/H2AC8/H3C7/H2AC4/H2AC17/H3C10/H3C2/H3C3/H2AC19	24
GO:0032200	telomere organization	20/241	191/14201	0.104712041884817	6.17018965479785	9.45179023386269	8.34474035520481e-11	1.38201738344277e-08	1.38201738344277e-08	H4C3/H3C12/H4C11/H3C4/H4C16/TERC/H4C14/H4C12/H3C8/H3C11/H3C1/H4C9/H4C5/H4C4/H3C7/H4C1/H4C2/H3C10/H3C2/H3C3	20
GO:0045652	regulation of megakaryocyte differentiation	10/241	35/14201	0.285714285714286	16.8358032009484	12.3242495522036	2.08092492124585e-10	3.20016525388737e-08	3.20016525388737e-08	H4C3/H4C11/H4C16/H4C14/H4C12/H4C9/H4C5/H4C4/H4C1/H4C2	10
GO:0034502	protein localization to chromosome	15/241	121/14201	0.12396694214876	7.30479064503961	9.15107283916866	1.97285018206405e-09	2.83169762798926e-07	2.83169762798927e-07	H2BC11/APLF/H1-5/H4C3/H4C11/H4C16/H4C14/H4C12/H4C9/H4C5/H2AC8/H4C4/H2AC4/H4C1/H4C2	15
GO:0065003	protein-containing complex assembly	56/241	1502/14201	0.0372836218375499	2.19694901956451	6.44519174840421	9.13610273210354e-09	1.22937682388868e-06	1.22937682388868e-06	RIMS1/OPRD1/NCKAP1L/H1-3/H1-1/H2BC11/DNAAF11/FGF13/MYH11/TTN/H1-4/H2BC4/H3C13/H1-5/H2BC13/H1-6/H1-2/H4C3/H3C12/H4C11/H3C4/H4C16/RNU5B-1/RNU4-1/RNU4-2/H3C14/RNVU1-7/RNVU1-15/H2BC15/GJD2-DT/H4C14/H4C12/H2BC14/H2BC8/H3C8/RN7SL2/H2BC6/RNU2-1/H2BC17/H3C11/H2BC9/H3C1/RN7SL1/H4C9/H2BC3/H4C5/H4C4/H2BC7/H3C7/H2BC10/H4C1/H4C2/RN7SL3/H3C10/H3C2/H3C3	56
GO:0030219	megakaryocyte differentiation	10/241	60/14201	0.166666666666667	9.82088520055325	8.99617134033933	5.89252008663506e-08	7.19652746925652e-06	7.19652746925652e-06	H4C3/H4C11/H4C16/H4C14/H4C12/H4C9/H4C5/H4C4/H4C1/H4C2	10
GO:0002227	innate immune response in mucosa	6/241	14/14201	0.428571428571429	25.2537048014226	11.9290759911282	6.01660447963852e-08	7.19652746925652e-06	7.19652746925652e-06	H2BC11/H2BC4/H2BC8/H2BC6/H2BC7/H2BC10	6
GO:0031507	heterochromatin formation	14/241	138/14201	0.101449275362319	5.97793012207589	7.72074724327618	9.18733407470018e-08	1.04107001383313e-05	1.04107001383313e-05	H2AC6/H2AC20/H2AC21/H2AC13/H2AC11/H2AC7/CDKN2B-AS1/H2AC12/H2AC15/H2AC16/H2AC8/H2AC4/H2AC17/H2AC19	14
GO:0050906	detection of stimulus involved in sensory perception	14/241	146/14201	0.0958904109589041	5.65037230716762	7.42093642478335	1.86372558619454e-07	2.00630059353842e-05	2.00630059353842e-05	TAS2R3/TAS2R4/TAS2R5/TMC1/OR2AT4/OR4K17/OR2T12/OR5AS1/CACNB4/EYS/OR2G6/OR14J1/OR2M3/TAS2R30	14
GO:0050907	detection of chemical stimulus involved in sensory perception	11/241	91/14201	0.120879120879121	7.12283981578587	7.69874741540817	3.83490435958887e-07	3.76317423121361e-05	3.76317423121361e-05	TAS2R3/TAS2R4/TAS2R5/OR2AT4/OR4K17/OR2T12/OR5AS1/OR2G6/OR14J1/OR2M3/TAS2R30	11
GO:0051276	chromosome organization	29/241	601/14201	0.0482529118136439	2.8433178450853	6.06705586127078	3.84532434215976e-07	3.76317423121361e-05	3.76317423121361e-05	H1-3/H1-1/TTN/SYCE2/TERB2/H1-4/H1-5/H1-6/H1-2/H4C3/H3C12/H4C11/H3C4/H4C16/TERC/H4C14/H4C12/H3C8/H3C11/H3C1/H4C9/H4C5/H4C4/H3C7/H4C1/H4C2/H3C10/H3C2/H3C3	29
GO:0043933	protein-containing complex organization	56/241	1681/14201	0.033313503866746	1.96300858262099	5.52486708396966	4.31512909785721e-07	4.03933606421155e-05	4.03933606421155e-05	RIMS1/OPRD1/NCKAP1L/H1-3/H1-1/H2BC11/DNAAF11/FGF13/MYH11/TTN/H1-4/H2BC4/H3C13/H1-5/H2BC13/H1-6/H1-2/H4C3/H3C12/H4C11/H3C4/H4C16/RNU5B-1/RNU4-1/RNU4-2/H3C14/RNVU1-7/RNVU1-15/H2BC15/GJD2-DT/H4C14/H4C12/H2BC14/H2BC8/H3C8/RN7SL2/H2BC6/RNU2-1/H2BC17/H3C11/H2BC9/H3C1/RN7SL1/H4C9/H2BC3/H4C5/H4C4/H2BC7/H3C7/H2BC10/H4C1/H4C2/RN7SL3/H3C10/H3C2/H3C3	56
GO:0045814	negative regulation of gene expression, epigenetic	14/241	166/14201	0.0843373493975904	4.9696045593161	6.75935203516805	9.01819731027415e-07	8.09007450375843e-05	8.09007450375843e-05	H2AC6/H2AC20/H2AC21/H2AC13/H2AC11/H2AC7/CDKN2B-AS1/H2AC12/H2AC15/H2AC16/H2AC8/H2AC4/H2AC17/H2AC19	14
GO:0002385	mucosal immune response	6/241	23/14201	0.260869565217391	15.3718203139094	9.06312969905784	1.77906797190332e-06	0.000153213333740314	0.000153213333740314	H2BC11/H2BC4/H2BC8/H2BC6/H2BC7/H2BC10	6
GO:0045638	negative regulation of myeloid cell differentiation	10/241	87/14201	0.114942528735632	6.77302427624362	7.09656096186781	2.09445095547139e-06	0.000173436650274227	0.000173436650274227	H4C3/H4C11/H4C16/H4C14/H4C12/H4C9/H4C5/H4C4/H4C1/H4C2	10
GO:0051606	detection of stimulus	16/241	233/14201	0.0686695278969957	4.0463733015155	6.16032964403507	2.33101949580343e-06	0.000185877221276474	0.000185877221276474	TAS2R3/TAS2R4/TAS2R5/TTN/TMC1/OR2AT4/OR4K17/OR2T12/RRH/OR5AS1/CACNB4/EYS/OR2G6/OR14J1/OR2M3/TAS2R30	16
GO:0002251	organ or tissue specific immune response	6/241	26/14201	0.230769230769231	13.5981487392276	8.44776562054865	3.8879763907463e-06	0.000298957613188456	0.000298957613188456	H2BC11/H2BC4/H2BC8/H2BC6/H2BC7/H2BC10	6
GO:0030261	chromosome condensation	7/241	41/14201	0.170731707317073	10.0604189859326	7.63340961278662	5.10802919714871e-06	0.000372178381535519	0.000372178381535519	H1-3/H1-1/TTN/H1-4/H1-5/H1-6/H1-2	7
GO:0009593	detection of chemical stimulus	11/241	118/14201	0.0932203389830508	5.49303748505521	6.43937089388173	5.18595050908758e-06	0.000372178381535519	0.000372178381535519	TAS2R3/TAS2R4/TAS2R5/OR2AT4/OR4K17/OR2T12/OR5AS1/OR2G6/OR14J1/OR2M3/TAS2R30	11
GO:0007606	sensory perception of chemical stimulus	11/241	123/14201	0.0894308943089431	5.26974327834565	6.24875968872048	7.75375955655804e-06	0.000538511107266757	0.000538511107266757	TAS2R3/TAS2R4/TAS2R5/OR2AT4/OR4K17/OR2T12/OR5AS1/OR2G6/OR14J1/OR2M3/TAS2R30	11
GO:0061844	antimicrobial humoral immune response mediated by antimicrobial peptide	8/241	63/14201	0.126984126984127	7.48257920042152	6.77538692707172	1.06074330445155e-05	0.000713681354526307	0.000713681354526307	H2BC11/S100A7/H2BC4/HTN3/H2BC8/H2BC6/H2BC7/H2BC10	8
GO:0006617	SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition	4/241	11/14201	0.363636363636364	21.4273858921162	8.90487694470235	2.43116417425965e-05	0.00158615044460031	0.00158615044460031	GJD2-DT/RN7SL2/RN7SL1/RN7SL3	4
GO:0019731	antibacterial humoral response	6/241	40/14201	0.15	8.83879668049792	6.52292550427741	5.31366913422933e-05	0.00336480283705757	0.00336480283705757	H2BC11/H2BC4/H2BC8/H2BC6/H2BC7/H2BC10	6
GO:0019730	antimicrobial humoral response	8/241	88/14201	0.0909090909090909	5.35684647302905	5.38658982183611	0.000122328393015371	0.00752494371891698	0.00752494371891698	H2BC11/S100A7/H2BC4/HTN3/H2BC8/H2BC6/H2BC7/H2BC10	8
GO:0050911	detection of chemical stimulus involved in sensory perception of smell	7/241	68/14201	0.102941176470588	6.06584085916524	5.50172405059365	0.00014930092229334	0.00882695528493289	0.00882695528493289	OR2AT4/OR4K17/OR2T12/OR5AS1/OR2G6/OR14J1/OR2M3	7
GO:0045910	negative regulation of DNA recombination	6/241	48/14201	0.125	7.36566390041494	5.80430271478221	0.000151694075960296	0.00882695528493289	0.00882695528493289	H1-3/H1-1/H1-4/H1-5/H1-6/H1-2	6
GO:0050830	defense response to Gram-positive bacterium	7/241	73/14201	0.0958904109589041	5.65037230716762	5.23382015174291	0.000233552764474408	0.0132326079450895	0.0132326079450895	H2BC11/H2BC4/LTA/H2BC8/H2BC6/H2BC7/H2BC10	7
GO:0001580	detection of chemical stimulus involved in sensory perception of bitter taste	4/241	19/14201	0.210526315789474	12.4053286743831	6.53620777779504	0.000256581742265625	0.014164627976869	0.014164627976869	TAS2R3/TAS2R4/TAS2R5/TAS2R30	4
GO:0045637	regulation of myeloid cell differentiation	11/241	183/14201	0.0601092896174863	3.54195859692084	4.54737713683589	0.000293529365765332	0.015799218112319	0.015799218112319	NCKAP1L/H4C3/H4C11/H4C16/H4C14/H4C12/H4C9/H4C5/H4C4/H4C1/H4C2	11
GO:0050912	detection of chemical stimulus involved in sensory perception of taste	4/241	21/14201	0.19047619047619	11.2238688006323	6.16022796560634	0.000385764745353235	0.019775035636798	0.019775035636798	TAS2R3/TAS2R4/TAS2R5/TAS2R30	4
GO:0050913	sensory perception of bitter taste	4/241	21/14201	0.19047619047619	11.2238688006323	6.16022796560634	0.000385764745353235	0.019775035636798	0.019775035636798	TAS2R3/TAS2R4/TAS2R5/TAS2R30	4
GO:0006959	humoral immune response	10/241	168/14201	0.0595238095238095	3.50745900019759	4.29559376304194	0.00059458549848838	0.0297707576336159	0.0297707576336159	POU2AF1/H2BC11/S100A7/H2BC4/HTN3/LTA/H2BC8/H2BC6/H2BC7/H2BC10	10
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	4/241	24/14201	0.166666666666667	9.82088520055325	5.68244977038616	0.000658076503748715	0.0322008798311587	0.0322008798311587	GJD2-DT/RN7SL2/RN7SL1/RN7SL3	4
GO:0007600	sensory perception	18/241	450/14201	0.04	2.35701244813278	3.84355351027175	0.000683905669840005	0.0327210868259007	0.0327210868259007	RIMS1/OPRM1/TAS2R3/TAS2R4/TAS2R5/TMC1/OR2AT4/OR4K17/OR2T12/RRH/OR5AS1/CACNB4/EYS/OR2G6/COL11A2/OR14J1/OR2M3/TAS2R30	18
GO:0007608	sensory perception of smell	7/241	89/14201	0.0786516853932584	4.63457503846333	4.51922894549497	0.000785418492617818	0.0367610003175253	0.0367610003175253	OR2AT4/OR4K17/OR2T12/OR5AS1/OR2G6/OR14J1/OR2M3	7
GO:0009812	flavonoid metabolic process	3/241	12/14201	0.25	14.7313278008299	6.25226314012713	0.000948180511527576	0.0434347370493377	0.0434347370493377	SULT1B1/UGT1A9/UGT1A7	3
