ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0048856	anatomical structure development	184/387	4472/13345	0.0411449016100179	1.41880804130669	5.93553923055145	4.73966976505001e-09	1.73342649679965e-06	1.36611342893116e-06	MCUB/SOX8/ITGA2B/ASB4/CRLF1/PAX6/TENM1/CD9/CLDN11/EHD2/ZIC2/DKK3/RASGRF1/NGFR/NTN1/HES2/VASH1/SEMA3A/MCAM/GPR137B/SMARCD3/P2RX5/ADAMTS2/MMP2/SEMA6A/UNC13D/IL11/PCSK5/MFNG/BIK/CHADL/ASB2/CTSZ/BIRC7/SNPH/MYL9/JAG1/SMAD7/ACP5/RGCC/ACSBG1/TNNT1/OLFM2/ICAM5/GRIN2D/COMP/TMEM59L/SERPINE1/ENG/DKK1/KRT23/KRT37/AREG/NRXN2/SOX6/TRPV4/RBM24/TSPO2/CCR6/MDFI/DNAH1/ZAP70/APC2/CHD5/BMP8B/ID3/SLC2A1/NRP2/DUSP4/PAEP/BICC1/PLP1/SOX4/EREG/TNFSF9/TNFSF14/SDCBP2/SYNGR3/RAC2/CHAC1/ANGPTL8/ZBTB46/NPAS1/CHI3L1/TTC9/LOXL2/COL4A2/ETS1/AVIL/BIN1/KLF4/IER3/MMP20/STRA6/DUSP5/ANXA3/GATA6/IGSF3/GPR161/OSR1/DLX1/TPBG/EGFR/DOCK11/CSGALNACT1/NOTCH1/ANKRD1/PTPRJ/IL18/SLC7A11/TNIK/APCDD1/EPHB1/FZD7/BATF/LHFPL4/EXTL1/NBL1/CARMIL2/CPAMD8/CCDC78/FBLIM1/INHBB/ITGA2/JAM3/SPINT1/GREM1/CCDC103/CD3D/TUBA1A/AXL/CDC42EP5/LY6D/KLK6/KRT80/ABCA3/DDIT4/GDNF/NPNT/ATOH8/LUZP1/AGPAT2/WNT10B/KRT19/KRT15/KNDC1/ID4/RARG/EGFL7/CLCF1/GRIN1/DSCAML1/PSAPL1/TH/FZD2/NKX2-5/RIPPLY3/ADAP2/SOCS3/WT1/MAPK11/THBS2/GCNT1/ISG15/SAMD11/TRPV2/C15orf62/CLDN4/S100A4/LAMB3/SLC39A10/PDGFA/PLCG2/S100A6/NRARP/ARC/ALPK2/L1CAM/TGM2/HSPA1B/HSPA1A/GRIN2B/PCDHGB5/SSTR3	184
GO:0045597	positive regulation of cell differentiation	47/387	657/13345	0.0715372907153729	2.46683499895776	6.66341519593099	8.74916707677189e-09	2.93315826248778e-06	2.31162203817868e-06	MCUB/SOX8/ASB4/PAX6/NTN1/SMARCD3/JAG1/SMAD7/RGCC/OLFM2/SERPINE1/ENG/DKK1/SOX6/RBM24/ZAP70/SOX4/TNFSF9/TNFSF14/ZBTB46/LOXL2/ETS1/BIN1/DLX1/EGFR/NOTCH1/IL18/NBL1/SPINT1/AXL/GDNF/NPNT/ATOH8/WNT10B/ID4/CLCF1/METRNL/NKX2-5/SOCS3/MAPK11/ISG15/TRPV2/PLA2G2A/L1CAM/TGM2/HSPA1B/HSPA1A	47
GO:0007154	cell communication	189/387	4676/13345	0.0404191616766467	1.39378220303579	5.77348903649338	1.0625931820034e-08	3.16979796449599e-06	2.49811778826012e-06	SOX8/ITGA2B/ASB4/CRLF1/PAX6/TENM1/MVP/RRAGD/ANK1/LTBP1/DKK3/NFE2L3/RASGRF1/TSPAN32/NGFR/NTN1/ARHGAP10/LMCD1/RHOBTB1/SEMA3A/CACNG4/GPR137B/DUSP13B/P2RX5/COL16A1/MMP2/DOCK3/LTBP4/NLRP1/SEMA6A/IL11/ITPR3/PCSK5/MFNG/BIK/ASB2/BIRC7/SNPH/JAG1/SMAD7/SLC6A2/NCALD/OLFM2/BBC3/GRIN2D/COMP/SERPINE1/TLE4/ENG/DKK1/RASD1/RAB34/AREG/NRXN2/AIP/TRPV4/ARFGEF3/CCR6/MDFI/NEK11/ZAP70/APC2/RND3/CHD5/OPRD1/KCNC4/OLFML3/BMP8B/NRP2/DUSP4/BICC1/ADGRE5/ARHGAP9/PLP1/SOX4/EREG/ABCC4/TNFSF9/TNFSF14/SDCBP2/SYNGR3/RAC2/CHAC1/ANGPTL8/LSP1/THEMIS2/EPS8L1/SYT11/CHI3L1/BEX2/COL4A2/DYSF/KLF4/IER3/ADCY3/TRIM54/DUSP5/RASGEF1B/MAP3K12/GATA6/COL6A2/GPR161/DLX1/TPBG/EGFR/DOCK11/NOTCH1/ANKRD1/PTPRJ/SESN3/PLCH2/IL18/SLC7A11/GRAP/TNIK/APCDD1/EPHB1/FZD7/BATF/NBL1/ZFYVE28/SQSTM1/SLC1A7/ACOT11/LAPTM5/INHBB/S100A11/ITGA2/JAM3/RRAD/GREM1/CD3D/RHEBL1/TUBA1A/AXL/CDC42EP5/KLK6/DDIT4/GDNF/NPNT/ATOH8/AGPAT2/WNT10B/MYRIP/KRT19/KNDC1/CD8B/RARG/EGFL7/RXFP4/SNCG/CLCF1/P2RY2/METRNL/GRIN1/HIC1/PSAPL1/TH/FZD2/PRF1/NKX2-5/SOCS3/FAM110C/MAPK11/RASA3/ISG15/PLA2G2A/C15orf62/S100A4/SLC39A10/MAGEA3/PDGFA/PLCG2/S100A6/SIRPA/NRARP/ARC/EPS8L3/ALPK2/RASGEF1A/TGM2/SAMD5/HSPA1B/HSPA1A/MAGEA2/DOC2B/GRIN2B/ARHGAP23/SSTR3	189
GO:0048513	animal organ development	108/387	2218/13345	0.048692515779982	1.679073961457	6.05254903171428	1.10308653996878e-08	3.16979796449599e-06	2.49811778826012e-06	MCUB/SOX8/CRLF1/PAX6/ZIC2/DKK3/NGFR/NTN1/VASH1/SEMA3A/SMARCD3/P2RX5/ADAMTS2/MMP2/SEMA6A/PCSK5/BIK/CHADL/ASB2/CTSZ/BIRC7/JAG1/SMAD7/ACP5/RGCC/GRIN2D/COMP/TMEM59L/SERPINE1/ENG/DKK1/AREG/SOX6/TRPV4/RBM24/MDFI/CHD5/BMP8B/ID3/SLC2A1/NRP2/BICC1/PLP1/SOX4/EREG/SYNGR3/CHI3L1/TTC9/LOXL2/KLF4/MMP20/STRA6/ANXA3/GATA6/IGSF3/OSR1/DLX1/EGFR/CSGALNACT1/NOTCH1/ANKRD1/PTPRJ/IL18/SLC7A11/APCDD1/EPHB1/FZD7/CPAMD8/INHBB/ITGA2/SPINT1/GREM1/CCDC103/TUBA1A/AXL/KRT80/ABCA3/DDIT4/GDNF/NPNT/LUZP1/WNT10B/KRT19/KNDC1/ID4/RARG/GRIN1/DSCAML1/PSAPL1/TH/FZD2/NKX2-5/RIPPLY3/ADAP2/SOCS3/WT1/MAPK11/GCNT1/ISG15/SAMD11/CLDN4/S100A4/SLC39A10/PDGFA/ALPK2/TGM2/GRIN2B/SSTR3	108
GO:0023052	signaling	188/387	4663/13345	0.0403173922367575	1.39027286666545	5.70979724565176	1.52073577967492e-08	4.07861336108814e-06	3.21435520588131e-06	SOX8/ITGA2B/ASB4/CRLF1/PAX6/TENM1/MVP/RRAGD/ANK1/LTBP1/DKK3/NFE2L3/RASGRF1/TSPAN32/NGFR/NTN1/ARHGAP10/LMCD1/RHOBTB1/SEMA3A/CACNG4/GPR137B/DUSP13B/P2RX5/COL16A1/MMP2/DOCK3/LTBP4/NLRP1/SEMA6A/IL11/ITPR3/PCSK5/MFNG/BIK/ASB2/BIRC7/SNPH/JAG1/SMAD7/SLC6A2/NCALD/OLFM2/BBC3/GRIN2D/COMP/SERPINE1/TLE4/ENG/DKK1/RASD1/RAB34/AREG/NRXN2/AIP/TRPV4/ARFGEF3/CCR6/MDFI/NEK11/ZAP70/APC2/RND3/CHD5/OPRD1/KCNC4/OLFML3/BMP8B/NRP2/DUSP4/BICC1/ADGRE5/ARHGAP9/PLP1/SOX4/EREG/ABCC4/TNFSF9/TNFSF14/SDCBP2/SYNGR3/RAC2/CHAC1/ANGPTL8/LSP1/THEMIS2/EPS8L1/SYT11/CHI3L1/BEX2/COL4A2/DYSF/KLF4/IER3/ADCY3/TRIM54/DUSP5/RASGEF1B/MAP3K12/GATA6/COL6A2/GPR161/DLX1/TPBG/EGFR/DOCK11/NOTCH1/ANKRD1/PTPRJ/SESN3/PLCH2/IL18/SLC7A11/GRAP/TNIK/APCDD1/EPHB1/FZD7/BATF/NBL1/ZFYVE28/SQSTM1/SLC1A7/ACOT11/LAPTM5/INHBB/S100A11/ITGA2/RRAD/GREM1/CD3D/RHEBL1/TUBA1A/AXL/CDC42EP5/KLK6/DDIT4/GDNF/NPNT/ATOH8/AGPAT2/WNT10B/MYRIP/KRT19/KNDC1/CD8B/RARG/EGFL7/RXFP4/SNCG/CLCF1/P2RY2/METRNL/GRIN1/HIC1/PSAPL1/TH/FZD2/PRF1/NKX2-5/SOCS3/FAM110C/MAPK11/RASA3/ISG15/PLA2G2A/C15orf62/S100A4/SLC39A10/MAGEA3/PDGFA/PLCG2/S100A6/SIRPA/NRARP/ARC/EPS8L3/ALPK2/RASGEF1A/TGM2/SAMD5/HSPA1B/HSPA1A/MAGEA2/DOC2B/GRIN2B/ARHGAP23/SSTR3	188
GO:0001568	blood vessel development	42/387	562/13345	0.0747330960854092	2.57703660790642	6.60120240834123	1.67780288477525e-08	4.21862562840676e-06	3.32469887430464e-06	ITGA2B/ASB4/PAX6/NGFR/VASH1/MCAM/MMP2/SEMA6A/JAG1/SMAD7/RGCC/COMP/SERPINE1/ENG/NRP2/SOX4/EREG/CHI3L1/LOXL2/COL4A2/ETS1/KLF4/STRA6/ANXA3/GATA6/OSR1/NOTCH1/PTPRJ/IL18/EPHB1/JAM3/SPINT1/GREM1/LUZP1/EGFL7/NKX2-5/SOCS3/WT1/THBS2/PDGFA/NRARP/TGM2	42
GO:0032502	developmental process	194/387	4876/13345	0.0397867104183757	1.37197325719179	5.63452111913836	2.09030203637369e-08	4.94663828960668e-06	3.89844565545359e-06	MCUB/SOX8/ITGA2B/ASB4/CRLF1/PAX6/TENM1/CD9/CLDN11/EHD2/ZIC2/DKK3/RASGRF1/NGFR/NTN1/HES2/VASH1/SEMA3A/MCAM/GPR137B/DUSP13B/SMARCD3/P2RX5/ADAMTS2/CETP/MMP2/SLC4A11/SEMA6A/UNC13D/IL11/PCSK5/CATSPERG/MFNG/BIK/CHADL/ASB2/CTSZ/BIRC7/SNPH/MYL9/JAG1/SMAD7/ELF4/ACP5/RGCC/ACSBG1/TNNT1/OLFM2/ICAM5/GRIN2D/COMP/TMEM59L/SERPINE1/ENG/DKK1/KRT23/KRT37/AREG/NRXN2/SOX6/TRPV4/RBM24/TSPO2/CCR6/MDFI/DNAH1/ZAP70/APC2/CHD5/BMP8B/ID3/SLC2A1/NRP2/DUSP4/PAEP/BICC1/PLP1/SOX4/EREG/TNFSF9/TNFSF14/SDCBP2/SYNGR3/RAC2/CHAC1/ANGPTL8/ZBTB46/NPAS1/TESMIN/CHI3L1/TTC9/LOXL2/COL4A2/ETS1/AVIL/BIN1/KLF4/IER3/MMP20/STRA6/TRIM54/DUSP5/ANXA3/GATA6/IGSF3/GPR161/OSR1/DLX1/TPBG/EGFR/DOCK11/CSGALNACT1/NOTCH1/ANKRD1/PTPRJ/IL18/SLC7A11/TNIK/APCDD1/EPHB1/FZD7/BATF/LHFPL4/EXTL1/NBL1/CARMIL2/CPAMD8/SQSTM1/CCDC78/FBLIM1/INHBB/ITGA2/JAM3/SPINT1/GREM1/CCDC103/CD3D/TUBA1A/AXL/CDC42EP5/LY6D/KLK6/KRT80/ABCA3/DDIT4/GDNF/NPNT/ATOH8/LUZP1/AGPAT2/WNT10B/KRT19/KRT15/KNDC1/ID4/RARG/EGFL7/CLCF1/METRNL/GRIN1/DSCAML1/PSAPL1/TH/FZD2/NKX2-5/RIPPLY3/ADAP2/SOCS3/WT1/MAPK11/THBS2/GCNT1/ISG15/SAMD11/TRPV2/PLA2G2A/C15orf62/CLDN4/S100A4/LAMB3/SLC39A10/PDGFA/PLCG2/S100A6/NRARP/ARC/ALPK2/L1CAM/TGM2/HSPA1B/HSPA1A/GRIN2B/PCDHGB5/SSTR3	194
GO:0007275	multicellular organism development	153/387	3578/13345	0.0427613191727222	1.4745472980878	5.7338798803034	2.27613853198708e-08	5.08716961899112e-06	4.00919839669303e-06	SOX8/ITGA2B/ASB4/CRLF1/PAX6/TENM1/CD9/CLDN11/ZIC2/DKK3/RASGRF1/NGFR/NTN1/HES2/VASH1/SEMA3A/MCAM/GPR137B/SMARCD3/P2RX5/ADAMTS2/MMP2/SEMA6A/PCSK5/MFNG/BIK/CHADL/ASB2/CTSZ/BIRC7/SNPH/JAG1/SMAD7/ACP5/RGCC/ACSBG1/ICAM5/GRIN2D/COMP/TMEM59L/SERPINE1/ENG/DKK1/AREG/NRXN2/SOX6/TRPV4/RBM24/CCR6/MDFI/ZAP70/APC2/CHD5/BMP8B/ID3/SLC2A1/NRP2/DUSP4/BICC1/PLP1/SOX4/EREG/TNFSF9/SDCBP2/SYNGR3/CHAC1/ZBTB46/NPAS1/CHI3L1/TTC9/LOXL2/COL4A2/ETS1/AVIL/BIN1/KLF4/MMP20/STRA6/DUSP5/ANXA3/GATA6/IGSF3/GPR161/OSR1/DLX1/TPBG/EGFR/CSGALNACT1/NOTCH1/ANKRD1/PTPRJ/IL18/SLC7A11/TNIK/APCDD1/EPHB1/FZD7/BATF/LHFPL4/EXTL1/NBL1/CPAMD8/INHBB/ITGA2/JAM3/SPINT1/GREM1/CCDC103/TUBA1A/AXL/KLK6/ABCA3/DDIT4/GDNF/NPNT/ATOH8/LUZP1/WNT10B/KRT19/KNDC1/ID4/RARG/EGFL7/CLCF1/GRIN1/DSCAML1/PSAPL1/TH/FZD2/NKX2-5/RIPPLY3/ADAP2/SOCS3/WT1/MAPK11/THBS2/GCNT1/ISG15/SAMD11/TRPV2/LAMB3/PDGFA/S100A6/NRARP/ARC/ALPK2/L1CAM/TGM2/HSPA1B/HSPA1A/GRIN2B/PCDHGB5/SSTR3	153
GO:0051241	negative regulation of multicellular organismal process	52/387	800/13345	0.065	2.24140826873385	6.25826293717671	3.30401523178842e-08	6.9958175144657e-06	5.51340381060761e-06	SOX8/PAX6/CD9/TSPAN32/NGFR/NTN1/VASH1/SEMA3A/GPR137B/MMP2/SEMA6A/CHADL/SMAD7/ELF4/ACP5/RGCC/TNNT1/SERPINE1/PTGDS/DKK1/SOX6/PAEP/ZBTB46/SYT11/LOXL2/COL4A2/BIN1/KLF4/GATA6/OSR1/DLX1/EGFR/NOTCH1/FZD7/ACOT11/LAPTM5/INHBB/ALDH1A1/GREM1/AXL/TRPV3/WNT10B/ID4/RARG/WT1/MAPK11/THBS2/PDGFA/SIRPA/NRARP/ALPK2/HS3ST5	52
GO:0060429	epithelium development	55/387	874/13345	0.062929061784897	2.16999568351279	6.18327906424067	3.81770635261696e-08	7.67931632828902e-06	6.05206922846436e-06	SOX8/CRLF1/PAX6/NGFR/NTN1/MMP2/ASB2/CTSZ/JAG1/SMAD7/TMEM59L/SERPINE1/ENG/DKK1/KRT23/KRT37/AREG/ID3/SOX4/EREG/KLF4/STRA6/GATA6/GPR161/OSR1/EGFR/NOTCH1/IL18/SLC7A11/APCDD1/FZD7/CARMIL2/CCDC78/ITGA2/SPINT1/GREM1/CCDC103/KRT80/GDNF/NPNT/ATOH8/WNT10B/KRT19/KRT15/ID4/RARG/PSAPL1/FZD2/NKX2-5/SOCS3/WT1/CLDN4/PDGFA/NRARP/TGM2	55
